feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,label,filepath,species
745.9299335630656,892.5955111912119,669.0113188977035,1070.8825097652852,0.8896827660853405,0.8680393021781161,0.900986960338348,0.8416748412193469,0.022339916292599155,0.021282710960150893,0.02620682776205493,0.02085592385574189,0.14810225947247266,0.13754163340695785,0.19842106792739655,0.12924118168054655,0.0004990718599603371,0.000452953785813327,0.000686797821350013,0.0004349695598765036,15.181286909450154,16.469526939056625,13.602608267717825,17.81251162502753,73.93060302734375,32.2100005696508,164.05511474609375,60.477914978591414,111.830810546875,85.09170324915945,0.10145117342472076,0.2989933490753174,0.6593018770217896,0.03765198588371277,1.0,0.016995687037706375,0.003529873676598072,0.0,0.10501444339752197,0.0,0.004988193511962891,0.23155683279037476,0.6736676692962646,1.0,0.6825938820838928,0.4946180582046509,0,data_citra\train\ADONIS\001.jpg,ADONIS
672.7347440945425,782.6936573874445,591.9965551181563,757.2569285139838,0.835924300027768,0.8098861789466898,0.8554635291801143,0.8160582074526059,0.01606762605855484,0.015363963492688936,0.015971187127547335,0.014468762123263638,0.12963847530631312,0.12073841728484506,0.13090763490876248,0.10731788462251719,0.00025816860715755055,0.0002360513742046784,0.00025507881826313374,0.0002093450773795885,13.268208661418301,14.951329902662053,13.24397145669388,15.371876743755811,57.38348388671875,31.212048801730333,149.21282958984375,59.365003714040405,150.66766357421875,59.46939321824456,0.04381570219993591,1.0,0.029079478234052658,0.028195304796099663,0.504273533821106,0.0029472443275153637,0.00049120734911412,0.0,0.006344422698020935,0.0,0.06495468318462372,0.5160120725631714,1.0000001192092896,0.5193353295326233,0.5205438137054443,0.3504531979560852,0,data_citra\train\ADONIS\002.jpg,ADONIS
688.7474163386519,956.2052824107788,676.3818282480987,914.1348502698747,0.8651041713550198,0.813440552455506,0.868086761936491,0.82166437889375,0.013541780618739984,0.012105593673218626,0.013618063917043257,0.012387696146560904,0.11757929593190442,0.08861321403263143,0.12056721927141997,0.09380671099638956,0.00018337982232608186,0.0001465453981810708,0.0001854516648486755,0.00015345501581951986,15.589443897639173,19.120652241309113,15.423658956694313,18.11922623845565,61.5311279296875,35.88300396336413,140.82208251953125,58.75813938098002,138.15679931640625,65.56864311074716,0.06572052091360092,1.0000001192092896,0.044213976711034775,0.011899563483893871,0.6472707390785217,0.011353711597621441,0.0012008734047412872,0.0,0.02883969247341156,0.0,0.4929577112197876,1.0,0.6552649140357971,0.7625753879547119,0.4721662998199463,0.26626425981521606,0,data_citra\train\ADONIS\003.jpg,ADONIS
185.55923966535894,299.20670841343525,223.9124015748098,307.83749767501627,0.8825834912763599,0.811535938689434,0.8582444180396996,0.8060861646278328,0.08805635003382392,0.07847814938730577,0.08284701738895049,0.07653261754927704,0.46072656627929637,0.41214438546293225,0.44856324245407553,0.4167216197836727,0.007753920781279323,0.006158819931256281,0.006863628290245066,0.005857241548943909,6.243294783464393,8.249798499597519,7.092150590550958,8.334738669477824,25.97674560546875,8.389592508327876,95.01593017578125,35.133647979545096,137.711669921875,27.18557366639034,0.520110011100769,1.0,0.020489471033215523,0.010719028301537037,0.0023714664857834578,0.00018971732060890645,0.0,0.00028457597363740206,0.1275123953819275,0.24471415579319,0.520229697227478,0.9999999403953552,0.1532236933708191,0.05181414633989334,0.01265987940132618,0.0,0,data_citra\train\ADONIS\004.jpg,ADONIS
285.19008366142447,438.6654473309152,310.56250000000756,405.70277140556163,0.8650353538888229,0.7934234782601591,0.853510681077923,0.8089419327735881,0.043356733870502574,0.039821893414634706,0.04596138318132322,0.04001146190358491,0.28738270901801694,0.25188846322794184,0.2931193247777785,0.2543632176627175,0.001879806371917585,0.001585783195126527,0.0021124487439404213,0.0016009170836620266,8.822957677165316,10.903279806560016,9.181840551181054,10.806497612995704,88.831787109375,43.24350255260526,111.19171142578125,41.41318547046648,191.53839111328125,30.88674997428482,0.059205640107393265,0.9936897158622742,0.0012991833500564098,0.0,0.6789161562919617,1.0,0.22587232291698456,0.04472902789711952,0.12169492244720459,0.35118645429611206,0.3677966296672821,0.7133898138999939,1.0,0.1794915348291397,0.028474576771259308,0.0,0,data_citra\train\ADONIS\005.jpg,ADONIS
860.1451771654583,1098.252402504979,726.6642470473338,1038.0337900677362,0.819592074944725,0.7695704209577163,0.8476717802418683,0.7821895575381647,0.012319517286718897,0.011355674343907381,0.01255833110606229,0.011516011917049679,0.1007835729673666,0.08533486879565079,0.10484553266393476,0.08293103817458068,0.00015177050617776574,0.00012895133980487635,0.00015771168016949171,0.00013261853047363023,19.35494586614424,22.42240684481696,18.059547244096763,21.61404922810173,74.28436279296875,40.2758510080553,113.5594482421875,59.47776576337897,145.98773193359375,73.98805863574171,0.34458956122398376,0.24445152282714844,0.08707655966281891,0.010088138282299042,1.0,0.011150047183036804,0.0,0.005097164772450924,0.43588966131210327,0.6453470587730408,0.4322521686553955,0.7011215090751648,0.9999999403953552,0.6023037433624268,0.23522280156612396,0.0,0,data_citra\train\ADONIS\006.jpg,ADONIS
496.93017962601107,610.9160518321686,376.4039124015953,619.8890817782267,0.8295104716659937,0.7892071996737018,0.8706910309172384,0.7861199646177214,0.0138023025193353,0.013233795394093308,0.014098920964522369,0.01313203022385515,0.09337007877860912,0.08440419152604448,0.09742810024060845,0.08149660594102895,0.00019050355483524954,0.00017513334053272523,0.00019877957236384838,0.00017245021780024517,14.50276820866223,16.246078492158638,13.002706692914103,16.529419058839945,72.72979736328125,42.70347289704555,75.1685791015625,50.869571261268426,157.10516357421875,41.52021742215247,0.47171878814697266,0.30361270904541016,0.049264080822467804,0.03454567492008209,1.0,0.08174188435077667,0.0,0.00048655876889824867,0.9999999403953552,0.6260665059089661,0.4095562994480133,0.7924487590789795,0.5543941855430603,0.10644197463989258,0.005972696002572775,0.0,0,data_citra\train\ADONIS\007.jpg,ADONIS
439.85150098427545,673.0794841590418,487.20343257877363,697.9531279063245,0.8985099908287724,0.8452190934012801,0.8872004680889161,0.8394975043219457,0.015735110291034016,0.01443717852378848,0.016204642235052327,0.014289582735963804,0.15788688640293083,0.13218052718302906,0.17205788157632876,0.12859014683901535,0.00024759369587100464,0.0002084321237277393,0.0002625904299660417,0.0002041921747679548,11.80671751968558,14.51863103726353,12.889825295276273,15.314402628806578,63.0322265625,44.03888924730243,128.40008544921875,50.23322828680028,157.41815185546875,67.27487153420464,0.6361019015312195,0.5973801612854004,0.0005757883191108704,0.0,1.0,0.034691233187913895,0.0038865692913532257,0.009788397699594498,0.09446752071380615,0.049201831221580505,0.2182374894618988,0.9892849326133728,1.0,0.3258255124092102,0.0,0.10627596080303192,0,data_citra\train\ADONIS\008.jpg,ADONIS
822.0837844489206,1197.3268026539254,762.2021407481207,1312.2817285638116,0.8657734550070345,0.8041488591589434,0.8753727234520309,0.7853413061141025,0.017121392051359714,0.015927577240432967,0.018682667901564618,0.015197430633066515,0.1512749354589942,0.12768214463070315,0.1704740074624587,0.11772038942499528,0.0002931420657763636,0.00025368771674995827,0.00034904207992015284,0.00023096189784686854,16.81188484252177,20.948353896713375,16.063730314962548,21.37454274909117,42.88922119140625,43.550427858171325,86.20098876953125,65.07326622392392,122.3267822265625,56.3744567211336,0.8989959359169006,0.9999999403953552,0.0,0.004795445129275322,0.15974822640419006,0.11194364726543427,0.04210999235510826,0.07103252410888672,1.0,0.7547259330749512,0.34829866886138916,0.3100188970565796,0.44517961144447327,0.3688563406467438,0.13208884000778198,0.0,0,data_citra\train\ADONIS\009.jpg,ADONIS
354.17624261814063,489.6758633518044,349.7089689960925,699.2578585158616,0.9187409646752256,0.8875838373077223,0.9195303032739669,0.8394664246691573,0.01938195173551772,0.017234584767915753,0.018823517347438402,0.015986176222923035,0.18918228072325902,0.14709185869844466,0.17743158622196523,0.13095014158086832,0.00037566005307793847,0.00029703091212247363,0.0003543248053293145,0.00025555783023034986,10.467704232284321,12.713869427740834,10.513225885827712,15.043586087174685,73.07952880859375,48.39151507569222,70.96038818359375,44.4558018278594,137.20513916015625,65.80468867205248,0.7420687079429626,0.542894721031189,0.049746572971343994,0.0,1.0,0.5045992136001587,0.012765159830451012,0.07490144670009613,0.9950354695320129,1.0,0.45035460591316223,0.9501181840896606,0.42931443452835083,0.043262410908937454,0.0033096924889832735,0.0,0,data_citra\train\ADONIS\010.jpg,ADONIS
